TALX,TALY,TALZ,BA,MNIX,MNIY,MNIZ
-66,-28,0,Left-MedTempGyrus (21),-71,-27,-5
-64,-28,0,Left-MedTempGyrus (21),-68,-27,-5
-62,-28,0,Left-MedTempGyrus (21),-66,-27,-5
-60,-28,0,Left-MedTempGyrus (21),-64,-27,-5
-58,-28,0,Left-MedTempGyrus (21),-62,-27,-5
-56,-28,0,Left-MedTempGyrus (21),-60,-27,-5
-54,-28,0,Left-MedTempGyrus (21),-58,-27,-5
-52,-28,0,Left-MedTempGyrus (21),-56,-27,-5
-50,-28,0,Left-MedTempGyrus (21),-54,-27,-5
-48,-28,0,Left-SupTempGyrus (22),-52,-27,-5
-46,-28,0,Left-SupTempGyrus (22),-49,-27,-5
-72,-26,0,Outside defined BAs,-77,-25,-5
-70,-26,0,Outside defined BAs,-75,-25,-5
-68,-26,0,Outside defined BAs,-73,-25,-5
-66,-26,0,Left-MedTempGyrus (21),-71,-25,-5
-64,-26,0,Left-MedTempGyrus (21),-68,-25,-5
-62,-26,0,Left-MedTempGyrus (21),-66,-25,-5
-60,-26,0,Left-MedTempGyrus (21),-64,-25,-5
-58,-26,0,Left-MedTempGyrus (21),-62,-25,-5
-56,-26,0,Left-MedTempGyrus (21),-60,-25,-5
-54,-26,0,Left-MedTempGyrus (21),-58,-25,-5
-52,-26,0,Left-MedTempGyrus (21),-56,-25,-5
-50,-26,0,Left-SupTempGyrus (22),-54,-25,-5
-48,-26,0,Left-SupTempGyrus (22),-52,-25,-5
-46,-26,0,Left-SupTempGyrus (22),-49,-25,-5
-70,-24,0,Outside defined BAs,-75,-23,-5
-68,-24,0,Outside defined BAs,-73,-23,-5
-66,-24,0,Left-MedTempGyrus (21),-71,-23,-5
-64,-24,0,Left-MedTempGyrus (21),-68,-23,-5
-62,-24,0,Left-MedTempGyrus (21),-66,-23,-5
-60,-24,0,Left-MedTempGyrus (21),-64,-23,-5
-58,-24,0,Left-MedTempGyrus (21),-62,-23,-5
-56,-24,0,Left-MedTempGyrus (21),-60,-23,-5
-54,-24,0,Left-MedTempGyrus (21),-58,-23,-5
-52,-24,0,Left-MedTempGyrus (21),-56,-23,-5
-50,-24,0,Left-MedTempGyrus (21),-54,-23,-5
-48,-24,0,Left-MedTempGyrus (21),-52,-23,-5
-46,-24,0,Left-SupTempGyrus (22),-49,-23,-5
-44,-24,0,Left-SupTempGyrus (22),-47,-23,-5
-70,-22,0,Outside defined BAs,-75,-21,-5
-68,-22,0,Outside defined BAs,-73,-21,-5
-66,-22,0,Left-MedTempGyrus (21),-70,-21,-5
-64,-22,0,Left-MedTempGyrus (21),-68,-21,-5
-62,-22,0,Left-MedTempGyrus (21),-66,-21,-5
-60,-22,0,Left-MedTempGyrus (21),-64,-21,-5
-58,-22,0,Left-MedTempGyrus (21),-62,-21,-5
-56,-22,0,Left-MedTempGyrus (21),-60,-21,-5
-54,-22,0,Left-MedTempGyrus (21),-58,-21,-5
-52,-22,0,Left-MedTempGyrus (21),-56,-21,-5
-50,-22,0,Left-MedTempGyrus (21),-54,-21,-5
-48,-22,0,Left-MedTempGyrus (21),-51,-21,-5
-46,-22,0,Left-SupTempGyrus (22),-49,-21,-5
-44,-22,0,Left-SupTempGyrus (22),-47,-21,-5
-70,-20,0,Outside defined BAs,-75,-19,-5
-68,-20,0,Outside defined BAs,-73,-19,-5
-66,-20,0,Left-MedTempGyrus (21),-70,-19,-5
-64,-20,0,Left-MedTempGyrus (21),-68,-19,-5
-62,-20,0,Left-MedTempGyrus (21),-66,-19,-5
-60,-20,0,Left-MedTempGyrus (21),-64,-19,-5
-58,-20,0,Left-MedTempGyrus (21),-62,-19,-5
-56,-20,0,Left-MedTempGyrus (21),-60,-19,-5
-54,-20,0,Left-MedTempGyrus (21),-58,-19,-5
-52,-20,0,Left-MedTempGyrus (21),-56,-19,-5
-50,-20,0,Left-MedTempGyrus (21),-54,-19,-5
-48,-20,0,Left-SupTempGyrus (22),-51,-19,-5
-46,-20,0,Left-SupTempGyrus (22),-49,-19,-5
-44,-20,0,Left-SupTempGyrus (22),-47,-19,-5
-42,-20,0,Left-SupTempGyrus (22),-45,-19,-5
-40,-20,0,Left-SupTempGyrus (22),-43,-19,-5
-70,-18,0,Outside defined BAs,-75,-17,-5
-68,-18,0,Outside defined BAs,-72,-17,-5
-66,-18,0,Outside defined BAs,-70,-17,-5
-64,-18,0,Left-MedTempGyrus (21),-68,-17,-5
-62,-18,0,Left-MedTempGyrus (21),-66,-17,-5
-60,-18,0,Left-MedTempGyrus (21),-64,-17,-5
-58,-18,0,Left-MedTempGyrus (21),-62,-17,-5
-56,-18,0,Left-MedTempGyrus (21),-60,-17,-5
-54,-18,0,Left-MedTempGyrus (21),-58,-17,-5
-52,-18,0,Left-SupTempGyrus (22),-56,-17,-5
-50,-18,0,Left-SupTempGyrus (22),-53,-17,-5
-48,-18,0,Left-SupTempGyrus (22),-51,-17,-5
-46,-18,0,Left-SupTempGyrus (22),-49,-17,-5
-44,-18,0,Left-SupTempGyrus (22),-47,-17,-5
-42,-18,0,Left-SupTempGyrus (22),-45,-17,-5
-40,-18,0,Left-SupTempGyrus (22),-43,-17,-5
-68,-16,0,Outside defined BAs,-72,-15,-5
-66,-16,0,Outside defined BAs,-70,-15,-5
-64,-16,0,Left-MedTempGyrus (21),-68,-15,-5
-62,-16,0,Left-MedTempGyrus (21),-66,-15,-5
-60,-16,0,Left-MedTempGyrus (21),-64,-15,-5
-58,-16,0,Left-MedTempGyrus (21),-62,-15,-5
-56,-16,0,Left-MedTempGyrus (21),-60,-15,-5
-54,-16,0,Left-SupTempGyrus (22),-58,-15,-5
-52,-16,0,Left-SupTempGyrus (22),-56,-15,-5
-50,-16,0,Left-SupTempGyrus (22),-53,-15,-5
-48,-16,0,Left-SupTempGyrus (22),-51,-15,-5
-46,-16,0,Left-SupTempGyrus (22),-49,-15,-5
-44,-16,0,Left-SupTempGyrus (22),-47,-15,-5
-42,-16,0,Left-SupTempGyrus (22),-45,-15,-5
-40,-16,0,Left-SupTempGyrus (22),-42,-15,-5
-68,-14,0,Outside defined BAs,-72,-12,-5
-66,-14,0,Outside defined BAs,-70,-12,-5
-64,-14,0,Left-MedTempGyrus (21),-68,-12,-5
-62,-14,0,Left-MedTempGyrus (21),-66,-12,-5
-60,-14,0,Left-MedTempGyrus (21),-65,-12,-5
-58,-14,0,Left-MedTempGyrus (21),-62,-12,-5
-56,-14,0,Left-SupTempGyrus (22),-60,-12,-5
-54,-14,0,Left-SupTempGyrus (22),-57,-12,-5
-52,-14,0,Left-SupTempGyrus (22),-55,-12,-5
-50,-14,0,Left-SupTempGyrus (22),-53,-12,-5
-48,-14,0,Left-SupTempGyrus (22),-51,-12,-5
-46,-14,0,Left-SupTempGyrus (22),-49,-12,-5
-44,-14,0,Left-SupTempGyrus (22),-47,-12,-5
-42,-14,0,Left-SupTempGyrus (22),-45,-12,-5
-68,-12,0,Outside defined BAs,-72,-10,-5
-66,-12,0,Outside defined BAs,-70,-10,-5
-64,-12,0,Outside defined BAs,-69,-10,-5
-62,-12,0,Left-MedTempGyrus (21),-66,-10,-5
-60,-12,0,Left-MedTempGyrus (21),-64,-10,-5
-58,-12,0,Left-SupTempGyrus (22),-62,-10,-5
-56,-12,0,Left-SupTempGyrus (22),-59,-10,-5
-54,-12,0,Left-SupTempGyrus (22),-57,-10,-5
-52,-12,0,Left-SupTempGyrus (22),-55,-10,-5
-50,-12,0,Left-SupTempGyrus (22),-53,-10,-5
-48,-12,0,Left-SupTempGyrus (22),-51,-10,-5
-46,-12,0,Left-SupTempGyrus (22),-49,-10,-5
-44,-12,0,Left-SupTempGyrus (22),-47,-10,-5
-42,-12,0,Outside defined BAs,-45,-10,-5
-66,-10,0,Outside defined BAs,-70,-8,-4
-64,-10,0,Outside defined BAs,-68,-8,-4
-62,-10,0,Outside defined BAs,-66,-8,-4
-60,-10,0,Left-SupTempGyrus (22),-63,-8,-5
-58,-10,0,Left-SupTempGyrus (22),-61,-8,-5
-56,-10,0,Left-SupTempGyrus (22),-59,-8,-5
-54,-10,0,Left-SupTempGyrus (22),-57,-8,-5
-52,-10,0,Left-SupTempGyrus (22),-55,-8,-5
-50,-10,0,Left-SupTempGyrus (22),-53,-8,-5
-48,-10,0,Left-SupTempGyrus (22),-51,-8,-5
-46,-10,0,Left-SupTempGyrus (22),-49,-8,-5
-66,-8,0,Outside defined BAs,-70,-6,-4
-64,-8,0,Outside defined BAs,-67,-6,-4
-62,-8,0,Left-SupTempGyrus (22),-65,-6,-4
-60,-8,0,Left-SupTempGyrus (22),-63,-6,-4
-58,-8,0,Left-SupTempGyrus (22),-61,-6,-4
-56,-8,0,Left-SupTempGyrus (22),-59,-6,-4
-54,-8,0,Left-SupTempGyrus (22),-57,-6,-4
-52,-8,0,Left-SupTempGyrus (22),-55,-6,-4
-50,-8,0,Left-SupTempGyrus (22),-53,-6,-4
-48,-8,0,Left-SupTempGyrus (22),-51,-6,-4
-64,-6,0,Outside defined BAs,-67,-4,-4
-62,-6,0,Left-SupTempGyrus (22),-65,-4,-4
-60,-6,0,Left-SupTempGyrus (22),-63,-4,-4
-58,-6,0,Left-SupTempGyrus (22),-61,-4,-4
-56,-6,0,Left-SupTempGyrus (22),-59,-4,-4
-54,-6,0,Left-SupTempGyrus (22),-57,-4,-4
-52,-6,0,Left-SupTempGyrus (22),-55,-4,-4
-50,-6,0,Left-SupTempGyrus (22),-53,-4,-4
-48,-6,0,Left-SupTempGyrus (22),-51,-4,-4
-64,-4,0,Outside defined BAs,-67,-2,-4
-62,-4,0,Outside defined BAs,-65,-2,-4
-60,-4,0,Left-SupTempGyrus (22),-63,-2,-4
-58,-4,0,Left-SupTempGyrus (22),-61,-2,-4
-56,-4,0,Left-SupTempGyrus (22),-59,-2,-4
-54,-4,0,Left-SupTempGyrus (22),-57,-2,-4
-52,-4,0,Left-SupTempGyrus (22),-55,-2,-4
-50,-4,0,Left-SupTempGyrus (22),-53,-2,-4
-48,-4,0,Left-SupTempGyrus (22),-51,-2,-4
-46,-4,0,Left-SupTempGyrus (22),-49,-2,-4
-64,-2,0,Outside defined BAs,-67,0,-4
-62,-2,0,Outside defined BAs,-65,0,-4
-60,-2,0,Left-SupTempGyrus (22),-63,0,-4
-58,-2,0,Left-SupTempGyrus (22),-61,0,-4
-56,-2,0,Left-SupTempGyrus (22),-59,0,-4
-54,-2,0,Left-SupTempGyrus (22),-57,0,-4
-52,-2,0,Left-SupTempGyrus (22),-55,0,-4
-50,-2,0,Left-SupTempGyrus (22),-53,0,-4
-48,-2,0,Left-SupTempGyrus (22),-51,0,-4
-46,-2,0,Left-SupTempGyrus (22),-49,0,-4
-62,0,0,Outside defined BAs,-65,3,-4
-60,0,0,Left-SupTempGyrus (22),-63,3,-4
-58,0,0,Left-SupTempGyrus (22),-61,3,-4
-56,0,0,Left-SupTempGyrus (22),-59,3,-4
-54,0,0,Left-SupTempGyrus (22),-57,3,-4
-52,0,0,Left-SupTempGyrus (22),-55,3,-4
-50,0,0,Left-SupTempGyrus (22),-53,3,-4
-48,0,0,Left-SupTempGyrus (22),-51,3,-4
-46,0,0,Left-Insula (13),-48,3,-4
-62,2,0,Outside defined BAs,-65,6,-4
-60,2,0,Outside defined BAs,-63,6,-4
-58,2,0,Outside defined BAs,-61,6,-4
-56,2,0,Left-SupTempGyrus (22),-59,6,-4
-54,2,0,Left-SupTempGyrus (22),-57,6,-4
-52,2,0,Left-SupTempGyrus (22),-55,6,-4
-50,2,0,Left-SupTempGyrus (22),-53,6,-4
-54,-70,2,Left-VisualAssoc (19),-55,-70,-3
-52,-70,2,Left-VisualAssoc (19),-53,-70,-3
-50,-70,2,Left-VisualAssoc (19),-51,-71,-3
-56,-68,2,Outside defined BAs,-58,-68,-3
-54,-68,2,Left-VisualAssoc (19),-55,-68,-3
-52,-68,2,Left-VisualAssoc (19),-53,-68,-3
-50,-68,2,Left-VisualAssoc (19),-51,-68,-3
-48,-68,2,Left-VisualAssoc (19),-49,-68,-3
-58,-66,2,Outside defined BAs,-60,-66,-3
-56,-66,2,Left-Fusiform (37),-58,-66,-3
-54,-66,2,Left-Fusiform (37),-56,-66,-3
-52,-66,2,Left-VisualAssoc (19),-54,-66,-3
-50,-66,2,Left-VisualAssoc (19),-51,-66,-3
-48,-66,2,Left-VisualAssoc (19),-49,-66,-3
-46,-66,2,Left-VisualAssoc (19),-47,-66,-3
-58,-64,2,Left-Fusiform (37),-60,-64,-3
-56,-64,2,Left-Fusiform (37),-58,-64,-3
-54,-64,2,Left-Fusiform (37),-56,-64,-3
-52,-64,2,Left-Fusiform (37),-54,-64,-3
-50,-64,2,Left-Fusiform (37),-52,-64,-3
-48,-64,2,Left-Fusiform (37),-50,-64,-3
-46,-64,2,Left-Fusiform (37),-48,-64,-3
-44,-64,2,Left-VisualAssoc (19),-45,-65,-3
-60,-62,2,Left-Fusiform (37),-62,-62,-3
-58,-62,2,Left-Fusiform (37),-60,-62,-3
-56,-62,2,Left-Fusiform (37),-58,-62,-3
-54,-62,2,Left-Fusiform (37),-56,-62,-3
-52,-62,2,Left-Fusiform (37),-55,-62,-3
-50,-62,2,Left-Fusiform (37),-52,-62,-3
-48,-62,2,Left-Fusiform (37),-50,-62,-3
-46,-62,2,Left-Fusiform (37),-48,-62,-3
-44,-62,2,Left-Fusiform (37),-46,-62,-3
-42,-62,2,Left-Fusiform (37),-44,-62,-3
-62,-60,2,Outside defined BAs,-65,-60,-3
-60,-60,2,Left-Fusiform (37),-63,-60,-3
-58,-60,2,Left-Fusiform (37),-60,-60,-3
-56,-60,2,Left-Fusiform (37),-58,-60,-3
-54,-60,2,Left-Fusiform (37),-56,-60,-3
-52,-60,2,Left-Fusiform (37),-54,-60,-3
-50,-60,2,Left-Fusiform (37),-52,-60,-3
-48,-60,2,Left-Fusiform (37),-50,-60,-3
-46,-60,2,Left-Fusiform (37),-48,-60,-3
-44,-60,2,Left-Fusiform (37),-46,-60,-3
-42,-60,2,Left-Fusiform (37),-44,-60,-3
-62,-58,2,Outside defined BAs,-65,-58,-3
-60,-58,2,Left-Fusiform (37),-63,-58,-3
-58,-58,2,Left-Fusiform (37),-61,-58,-3
-56,-58,2,Left-Fusiform (37),-59,-58,-3
-54,-58,2,Left-Fusiform (37),-57,-58,-3
-52,-58,2,Left-Fusiform (37),-54,-58,-3
-50,-58,2,Left-Fusiform (37),-52,-58,-3
-48,-58,2,Left-Fusiform (37),-50,-58,-3
-46,-58,2,Left-Fusiform (37),-48,-58,-3
-44,-58,2,Left-Fusiform (37),-46,-58,-3
-42,-58,2,Left-Fusiform (37),-44,-58,-3
-62,-56,2,Left-Fusiform (37),-65,-56,-3
-60,-56,2,Left-Fusiform (37),-63,-56,-3
-58,-56,2,Left-Fusiform (37),-61,-56,-3
-56,-56,2,Left-Fusiform (37),-59,-56,-3
-54,-56,2,Left-Fusiform (37),-57,-56,-3
-52,-56,2,Left-Fusiform (37),-55,-56,-3
-50,-56,2,Left-Fusiform (37),-53,-56,-3
-48,-56,2,Left-Fusiform (37),-50,-56,-3
-46,-56,2,Left-Fusiform (37),-48,-56,-3
-44,-56,2,Left-Fusiform (37),-46,-56,-3
-64,-54,2,Left-Fusiform (37),-67,-54,-3
-62,-54,2,Left-Fusiform (37),-65,-54,-3
-60,-54,2,Left-Fusiform (37),-63,-54,-3
-58,-54,2,Left-Fusiform (37),-61,-54,-3
-56,-54,2,Left-Fusiform (37),-59,-54,-3
-54,-54,2,Left-Fusiform (37),-57,-54,-3
-52,-54,2,Left-Fusiform (37),-55,-54,-3
-50,-54,2,Left-Fusiform (37),-53,-54,-3
-48,-54,2,Left-Fusiform (37),-51,-54,-3
-64,-52,2,Left-Fusiform (37),-68,-52,-3
-62,-52,2,Left-Fusiform (37),-65,-52,-3
-60,-52,2,Left-Fusiform (37),-63,-52,-3
-58,-52,2,Left-Fusiform (37),-61,-52,-3
-56,-52,2,Left-Fusiform (37),-59,-52,-3
-54,-52,2,Left-Fusiform (37),-57,-52,-4
-52,-52,2,Left-Fusiform (37),-55,-52,-3
-50,-52,2,Left-Fusiform (37),-53,-52,-3
-48,-52,2,Left-Fusiform (37),-51,-52,-3
-66,-50,2,Outside defined BAs,-70,-50,-3
-64,-50,2,Left-Fusiform (37),-68,-50,-3
-62,-50,2,Left-Fusiform (37),-66,-50,-3
-60,-50,2,Left-Fusiform (37),-64,-50,-3
-58,-50,2,Left-Fusiform (37),-61,-50,-3
-56,-50,2,Left-Fusiform (37),-59,-50,-3
-54,-50,2,Left-Fusiform (37),-57,-50,-3
-52,-50,2,Left-Fusiform (37),-55,-50,-3
-50,-50,2,Left-Fusiform (37),-53,-50,-3
-48,-50,2,Left-Fusiform (37),-51,-50,-3
-66,-48,2,Outside defined BAs,-70,-48,-3
-64,-48,2,Left-Fusiform (37),-68,-48,-3
-62,-48,2,Left-Fusiform (37),-66,-48,-3
-60,-48,2,Left-Fusiform (37),-64,-48,-3
-58,-48,2,Left-Fusiform (37),-62,-48,-3
-56,-48,2,Left-Fusiform (37),-60,-48,-3
-54,-48,2,Left-Fusiform (37),-57,-48,-3
-52,-48,2,Left-Fusiform (37),-55,-48,-3
-50,-48,2,Left-Fusiform (37),-53,-48,-3
-48,-48,2,Left-Fusiform (37),-51,-48,-3
-66,-46,2,Left-MedTempGyrus (21),-70,-46,-3
-64,-46,2,Left-MedTempGyrus (21),-68,-46,-3
-62,-46,2,Left-MedTempGyrus (21),-66,-46,-3
-60,-46,2,Left-MedTempGyrus (21),-64,-46,-3
-58,-46,2,Left-MedTempGyrus (21),-62,-46,-3
-56,-46,2,Left-MedTempGyrus (21),-60,-46,-3
-54,-46,2,Left-MedTempGyrus (21),-58,-46,-3
-52,-46,2,Left-MedTempGyrus (21),-56,-46,-3
-50,-46,2,Left-MedTempGyrus (21),-53,-46,-3
-48,-46,2,Left-Fusiform (37),-51,-46,-3
-68,-44,2,Outside defined BAs,-72,-44,-3
-66,-44,2,Left-MedTempGyrus (21),-70,-44,-3
-64,-44,2,Left-MedTempGyrus (21),-68,-44,-3
-62,-44,2,Left-MedTempGyrus (21),-66,-44,-3
-60,-44,2,Left-MedTempGyrus (21),-64,-44,-3
-58,-44,2,Left-MedTempGyrus (21),-62,-44,-3
-56,-44,2,Left-MedTempGyrus (21),-60,-44,-3
-54,-44,2,Left-MedTempGyrus (21),-58,-44,-3
-52,-44,2,Left-MedTempGyrus (21),-56,-44,-3
-50,-44,2,Left-MedTempGyrus (21),-53,-44,-3
-48,-44,2,Left-MedTempGyrus (21),-51,-44,-3
-70,-42,2,Outside defined BAs,-75,-42,-3
-68,-42,2,Outside defined BAs,-73,-42,-3
-66,-42,2,Left-MedTempGyrus (21),-70,-42,-3
-64,-42,2,Left-MedTempGyrus (21),-68,-42,-3
-62,-42,2,Left-MedTempGyrus (21),-66,-42,-3
-60,-42,2,Left-MedTempGyrus (21),-64,-42,-3
-58,-42,2,Left-MedTempGyrus (21),-62,-42,-3
-56,-42,2,Left-MedTempGyrus (21),-60,-42,-3
-54,-42,2,Left-MedTempGyrus (21),-58,-42,-3
-52,-42,2,Left-MedTempGyrus (21),-56,-42,-3
-50,-42,2,Left-MedTempGyrus (21),-54,-42,-3
-48,-42,2,Left-MedTempGyrus (21),-51,-42,-3
-70,-40,2,Outside defined BAs,-75,-40,-3
-68,-40,2,Outside defined BAs,-73,-40,-3
-66,-40,2,Left-MedTempGyrus (21),-70,-40,-3
-64,-40,2,Left-MedTempGyrus (21),-68,-40,-3
-62,-40,2,Left-MedTempGyrus (21),-66,-40,-3
-60,-40,2,Left-MedTempGyrus (21),-64,-40,-3
-58,-40,2,Left-MedTempGyrus (21),-62,-40,-3
-56,-40,2,Left-MedTempGyrus (21),-60,-40,-3
-54,-40,2,Left-MedTempGyrus (21),-58,-40,-3
-52,-40,2,Left-MedTempGyrus (21),-56,-40,-3
-50,-40,2,Left-MedTempGyrus (21),-54,-40,-3
-48,-40,2,Left-MedTempGyrus (21),-51,-40,-3
-70,-38,2,Outside defined BAs,-75,-38,-3
-68,-38,2,Outside defined BAs,-73,-38,-3
-66,-38,2,Left-MedTempGyrus (21),-71,-38,-3
-64,-38,2,Left-MedTempGyrus (21),-68,-38,-3
-62,-38,2,Left-MedTempGyrus (21),-66,-38,-3
-60,-38,2,Left-MedTempGyrus (21),-64,-38,-3
-58,-38,2,Left-MedTempGyrus (21),-62,-38,-3
-56,-38,2,Left-MedTempGyrus (21),-60,-38,-3
-54,-38,2,Left-MedTempGyrus (21),-58,-38,-3
-52,-38,2,Left-MedTempGyrus (21),-57,-38,-3
-50,-38,2,Left-MedTempGyrus (21),-54,-38,-2
-48,-38,2,Left-MedTempGyrus (21),-51,-38,-2
-70,-36,2,Outside defined BAs,-75,-36,-3
-68,-36,2,Outside defined BAs,-73,-36,-3
-66,-36,2,Left-MedTempGyrus (21),-71,-36,-3
-64,-36,2,Left-MedTempGyrus (21),-68,-36,-3
-62,-36,2,Left-MedTempGyrus (21),-66,-36,-2
-60,-36,2,Left-MedTempGyrus (21),-64,-36,-2
-58,-36,2,Left-MedTempGyrus (21),-62,-36,-2
-56,-36,2,Left-MedTempGyrus (21),-60,-36,-2
-54,-36,2,Left-MedTempGyrus (21),-59,-36,-2
-52,-36,2,Left-MedTempGyrus (21),-56,-36,-2
-50,-36,2,Left-MedTempGyrus (21),-54,-36,-2
-48,-36,2,Left-MedTempGyrus (21),-51,-36,-2
-70,-34,2,Outside defined BAs,-75,-34,-3
-68,-34,2,Outside defined BAs,-73,-34,-3
-66,-34,2,Left-MedTempGyrus (21),-71,-34,-2
-64,-34,2,Left-MedTempGyrus (21),-68,-34,-2
-62,-34,2,Left-MedTempGyrus (21),-66,-34,-2
-60,-34,2,Left-MedTempGyrus (21),-64,-34,-2
-58,-34,2,Left-MedTempGyrus (21),-62,-34,-2
-56,-34,2,Left-MedTempGyrus (21),-60,-34,-2
-54,-34,2,Left-MedTempGyrus (21),-58,-34,-2
-52,-34,2,Left-MedTempGyrus (21),-56,-34,-2
-50,-34,2,Left-MedTempGyrus (21),-54,-34,-2
-48,-34,2,Left-MedTempGyrus (21),-51,-34,-2
-70,-32,2,Outside defined BAs,-75,-32,-2
-68,-32,2,Outside defined BAs,-73,-32,-2
-66,-32,2,Left-MedTempGyrus (21),-71,-32,-2
-64,-32,2,Left-MedTempGyrus (21),-68,-32,-2
-62,-32,2,Left-MedTempGyrus (21),-66,-32,-2
-60,-32,2,Left-MedTempGyrus (21),-64,-32,-2
-58,-32,2,Left-MedTempGyrus (21),-62,-32,-2
-56,-32,2,Left-MedTempGyrus (21),-60,-32,-2
-54,-32,2,Left-MedTempGyrus (21),-58,-32,-2
-52,-32,2,Left-MedTempGyrus (21),-56,-32,-2
-50,-32,2,Left-MedTempGyrus (21),-54,-32,-2
-48,-32,2,Left-MedTempGyrus (21),-51,-32,-2
-46,-32,2,Left-MedTempGyrus (21),-49,-32,-2
-70,-30,2,Outside defined BAs,-75,-30,-2
-68,-30,2,Outside defined BAs,-73,-30,-2
-66,-30,2,Left-MedTempGyrus (21),-71,-30,-2
-64,-30,2,Left-MedTempGyrus (21),-68,-29,-2
-62,-30,2,Left-MedTempGyrus (21),-66,-29,-2
-60,-30,2,Left-MedTempGyrus (21),-64,-29,-2
-58,-30,2,Left-MedTempGyrus (21),-62,-29,-2
-56,-30,2,Left-MedTempGyrus (21),-60,-29,-2
-54,-30,2,Left-MedTempGyrus (21),-58,-29,-2
-52,-30,2,Left-SupTempGyrus (22),-56,-29,-2
-50,-30,2,Left-SupTempGyrus (22),-54,-29,-2
-48,-30,2,Left-SupTempGyrus (22),-52,-29,-2
-46,-30,2,Left-SupTempGyrus (22),-49,-29,-2
-70,-28,2,Outside defined BAs,-75,-27,-2
-68,-28,2,Outside defined BAs,-73,-27,-2
-66,-28,2,Left-MedTempGyrus (21),-71,-27,-2
-64,-28,2,Left-MedTempGyrus (21),-68,-27,-2
-62,-28,2,Left-MedTempGyrus (21),-66,-27,-2
-60,-28,2,Left-MedTempGyrus (21),-64,-27,-2
-58,-28,2,Left-MedTempGyrus (21),-62,-27,-2
-56,-28,2,Left-SupTempGyrus (22),-60,-27,-2
-54,-28,2,Left-SupTempGyrus (22),-58,-27,-2
-52,-28,2,Left-SupTempGyrus (22),-56,-27,-2
-50,-28,2,Left-SupTempGyrus (22),-54,-27,-2
-48,-28,2,Left-SupTempGyrus (22),-52,-27,-2
-46,-28,2,Left-SupTempGyrus (22),-49,-27,-2
-70,-26,2,Outside defined BAs,-75,-25,-2
-68,-26,2,Outside defined BAs,-73,-25,-2
-66,-26,2,Left-MedTempGyrus (21),-71,-25,-2
-64,-26,2,Left-MedTempGyrus (21),-68,-25,-2
-62,-26,2,Left-MedTempGyrus (21),-66,-25,-2
-60,-26,2,Left-MedTempGyrus (21),-64,-25,-2
-58,-26,2,Left-SupTempGyrus (22),-62,-25,-2
-56,-26,2,Left-SupTempGyrus (22),-60,-25,-2
-54,-26,2,Left-SupTempGyrus (22),-58,-25,-2
-52,-26,2,Left-SupTempGyrus (22),-56,-25,-2
-50,-26,2,Left-SupTempGyrus (22),-54,-25,-2
-48,-26,2,Left-SupTempGyrus (22),-51,-25,-2
-46,-26,2,Left-SupTempGyrus (22),-49,-25,-2
-44,-26,2,Left-SupTempGyrus (22),-47,-25,-2
-70,-24,2,Outside defined BAs,-75,-23,-2
-68,-24,2,Outside defined BAs,-73,-23,-2
-66,-24,2,Left-MedTempGyrus (21),-70,-23,-2
-64,-24,2,Left-MedTempGyrus (21),-68,-23,-2
-62,-24,2,Left-MedTempGyrus (21),-66,-23,-2
-60,-24,2,Left-MedTempGyrus (21),-64,-23,-2
-58,-24,2,Left-SupTempGyrus (22),-62,-23,-2
-56,-24,2,Left-SupTempGyrus (22),-60,-23,-2
-54,-24,2,Left-SupTempGyrus (22),-58,-23,-2
-52,-24,2,Left-SupTempGyrus (22),-56,-23,-2
-50,-24,2,Left-SupTempGyrus (22),-54,-23,-2
-48,-24,2,Left-SupTempGyrus (22),-51,-23,-2
-46,-24,2,Left-SupTempGyrus (22),-49,-23,-2
-44,-24,2,Left-SupTempGyrus (22),-47,-23,-2
-42,-24,2,Outside defined BAs,-45,-23,-2
-40,-24,2,Outside defined BAs,-43,-23,-2
-70,-22,2,Outside defined BAs,-75,-21,-2
-68,-22,2,Outside defined BAs,-73,-21,-3
-66,-22,2,Left-MedTempGyrus (21),-70,-21,-2
-64,-22,2,Left-MedTempGyrus (21),-68,-21,-2
-62,-22,2,Left-MedTempGyrus (21),-66,-21,-2
-60,-22,2,Left-MedTempGyrus (21),-64,-21,-2
-58,-22,2,Left-SupTempGyrus (22),-62,-21,-2
-56,-22,2,Left-SupTempGyrus (22),-60,-21,-2
-54,-22,2,Left-SupTempGyrus (22),-58,-21,-2
-52,-22,2,Left-SupTempGyrus (22),-56,-21,-2
-50,-22,2,Left-SupTempGyrus (22),-54,-21,-2
-48,-22,2,Left-SupTempGyrus (22),-51,-21,-2
-46,-22,2,Left-SupTempGyrus (22),-49,-21,-2
-44,-22,2,Left-SupTempGyrus (22),-47,-21,-2
-42,-22,2,Left-SupTempGyrus (22),-45,-21,-2
-40,-22,2,Left-SupTempGyrus (22),-43,-21,-2
-68,-20,2,Outside defined BAs,-72,-19,-2
-66,-20,2,Left-MedTempGyrus (21),-70,-19,-2
-64,-20,2,Left-MedTempGyrus (21),-68,-19,-2
-62,-20,2,Left-MedTempGyrus (21),-66,-19,-2
-60,-20,2,Left-MedTempGyrus (21),-64,-19,-2
-58,-20,2,Left-MedTempGyrus (21),-62,-19,-2
-56,-20,2,Left-SupTempGyrus (22),-60,-19,-2
-54,-20,2,Left-SupTempGyrus (22),-58,-19,-2
